K11,K12,K13,K14,K15,K16,K21,K22,K23,K24,K25,K26,K31,K32,K33,K34,K35,K36,K41,K42,K43,K44,K45,K46,K51,K52,K53,K54,K55,K56,K61,K62,K63,K64,K65,K66,vol
6543.709648,3217.006132,2957.83246,-322.1100017,0,0,3174.053984,8857.010753,3839.205182,-632.1260494,0,0,3000.784609,4011.013775,7992.124659,-656.3139572,0,0,-331.0961406,-654.4054224,-669.9791398,3569.659714,0,0,0,0,0,0,2802.046716,-755.5937373,0,0,0,0,-728.2680284,3192.115333,0.000153372
6545.581392,3255.486562,2926.839006,-289.7390641,0,0,3200.012513,8903.843244,3896.206807,-567.6713638,0,0,2982.313056,4118.103005,7811.149219,-591.2848925,0,0,-296.167978,-586.5153887,-598.1565234,3620.669477,0,0,0,0,0,0,2756.478158,-683.3721949,0,0,0,0,-652.2277656,3249.736891,0.000153371
6547.306439,3289.708223,2899.517533,-257.7933505,0,0,3222.837256,8945.156372,3946.192652,-504.8891748,0,0,2966.3885,4213.676519,7651.877479,-526.2842272,0,0,-262.2630605,-521.6456966,-527.4065456,3664.975694,0,0,0,0,0,0,2716.586464,-610.9236147,0,0,0,0,-578.0490341,3300.730761,0.000153372
6548.866829,3319.781641,2875.685675,-226.2840372,0,0,3242.711245,8982.272261,3988.572719,-443.3269883,0,0,2952.756072,4296.854304,7514.169983,-461.8091605,0,0,-229.2791686,-458.3605549,-458.7561194,3702.902381,0,0,0,0,0,0,2682.014819,-538.4396387,0,0,0,0,-505.6224427,3345.339308,0.000153372
6550.249541,3345.815993,2855.182172,-195.1961444,0,0,3259.797268,9014.324331,4024.86474,-382.6506677,0,0,2941.200897,4368.939639,7395.863948,-398.1339101,0,0,-197.1111922,-396.7672901,-391.6774789,3734.807707,0,0,0,0,0,0,2652.449487,-466.0517389,0,0,0,0,-434.8020891,3383.794074,0.000153372
6551.445418,3367.91516,2837.866513,-164.4942945,0,0,3274.217326,9042.361728,4054.507576,-322.6485048,0,0,2931.564347,4429.298914,7296.958475,-335.3286732,0,0,-165.6414427,-335.2682684,-327.2975024,3761.069872,0,0,0,0,0,0,2627.617695,-393.8396314,0,0,0,0,-365.4133435,3416.310619,0.000153371
6552.448227,3386.174202,2823.618708,-134.1284016,0,0,3286.086314,9065.432052,4078.913204,-263.1784528,0,0,2923.706596,4479.264755,7215.561628,-273.3351535,0,0,-134.7540689,-274.7973721,-264.2189034,3782.091891,0,0,0,0,0,0,2607.285868,-321.8397813,0,0,0,0,-297.2597957,3443.084046,0.000153372
6553.253884,3400.676341,2812.339193,-104.0393605,0,0,3295.479197,9084.35112,4097.565667,-204.1582087,0,0,2917.536337,4518.354244,7151.791106,-211.9992331,0,0,-104.3368617,-213.5093102,-203.8381366,3798.265407,0,0,0,0,0,0,2591.258585,-250.0543445,0,0,0,0,-230.129869,3464.284873,0.000153372
6553.859805,3411.490551,2803.94867,-74.16411925,0,0,3302.471493,9098.316172,4111.569799,-145.519055,0,0,2912.967728,4547.646031,7104.224881,-151.137422,0,0,-74.27402722,-153.1065665,-143.9895424,3809.985544,0,0,0,0,0,0,2579.378238,-178.4596532,0,0,0,0,-163.8024482,3480.055224,0.000153372
6554.264448,3418.669945,2798.387845,-44.43933418,0,0,3307.103208,9107.867257,4120.545573,-87.17763912,0,0,2909.954582,4566.812524,7073.005806,-90.5796976,0,0,-44.46742084,-91.48708319,-86.38260018,3817.579228,0,0,0,0,0,0,2571.525275,-107.0133506,0,0,0,0,-98.05078772,3490.505533,0.000153371
6554.466955,3422.250546,2795.617273,-14.80336128,0,0,3309.412788,9112.546956,4125.104195,-29.0384541,0,0,2908.455031,4576.455229,7057.364895,-30.174991,0,0,-14.80388188,-30.90516728,-28.31036024,3821.309808,0,0,0,0,0,0,2567.619098,-35.66053468,0,0,0,0,-32.64516551,3495.711453,0.000153372
6555.513138,3471.847228,2750.205323,15.71183794,0,0,3344.360139,9374.520268,4002.920289,30.79148193,0,0,2877.692412,4512.868644,6997.901005,32.05586984,0,0,15.9587968,32.68154275,31.15364444,3761.479989,0,0,0,0,0,0,2500.440347,38.23744736,0,0,0,0,34.53371738,3569.623422,0.000153372
6555.284303,3468.310896,2752.826316,47.17758903,0,0,3342.053494,9369.827772,3998.386202,92.43114889,0,0,2879.083718,4503.415811,7012.919061,96.27920724,0,0,47.92873623,99.08291349,92.63203141,3757.630188,0,0,0,0,0,0,2504.095194,114.7646988,0,0,0,0,103.7369191,3564.50109,0.000153372
6554.826345,3461.215668,2758.089711,78.76997707,0,0,3337.421288,9360.623046,3989.062108,154.2212209,0,0,2881.884091,4484.239627,7043.296736,160.8586874,0,0,80.07662705,164.2665398,156.0399684,3749.80309,0,0,0,0,0,0,2511.446153,191.4467437,0,0,0,0,173.3474179,3554.21295,0.000153372
6554.138814,3450.51682,2766.038434,110.5738968,0,0,3330.434592,9346.689986,3975.048382,216.2623025,0,0,2886.120662,4455.377295,7089.105354,226.0332847,0,0,112.5132263,230.2473928,219.8055125,3737.767862,0,0,0,0,0,0,2522.575678,268.3776072,0,0,0,0,243.6352566,3538.672884,0.000153372
6553.221331,3436.148278,2776.737045,142.6736829,0,0,3321.036025,9328.530048,3955.614054,278.6420249,0,0,2891.849297,4416.063063,7151.334125,292.0527067,0,0,145.3691157,295.1382193,286.3382436,3721.189708,0,0,0,0,0,0,2537.607331,345.636391,0,0,0,0,314.8670448,3517.753754,0.000153372
6552.073976,3418.023928,2790.271974,175.1512889,0,0,3309.161967,9305.727798,3930.920072,341.4631587,0,0,2899.133935,4366.367914,7230.167824,359.1419969,0,0,178.7694467,360.8000046,354.2777822,3699.680862,0,0,0,0,0,0,2556.706031,423.280631,0,0,0,0,387.303687,3491.289582,0.000153372
6550.697802,3396.039325,2806.751882,208.0832856,0,0,3294.712707,9278.993211,3899.857615,404.8636232,0,0,2908.0785,4305.164088,7327.149914,427.469519,0,0,212.8525021,426.0075276,425.4024807,3672.794084,0,0,0,0,0,0,2580.078956,501.3388487,0,0,0,0,461.1971298,3459.078005,0.000153372
6549.09555,3370.074259,2826.307939,241.5365742,0,0,3277.577797,9247.709069,3862.602118,469.0385077,0,0,2918.804401,4232.587966,7442.629639,497.1077893,0,0,247.7587224,492.4564003,498.5784895,3640.065044,0,0,0,0,0,0,2607.976956,579.8017175,0,0,0,0,536.7854557,3420.883427,0.000153372
6547.272517,3339.995988,2849.094078,275.5633218,0,0,3257.605072,9212.622121,3817.798169,534.2828561,0,0,2931.484994,4147.361833,7578.578144,567.9704309,0,0,283.6301397,559.7525383,574.7680204,3601.006745,0,0,0,0,0,0,2640.69658,658.612602,0,0,0,0,614.2869039,3376.440728,0.000153372
6545.237629,3305.663109,2875.287409,310.1955409,0,0,3234.619732,9172.847857,3765.63107,601.0047888,0,0,2946.330786,4049.804579,7735.518565,639.7773749,0,0,320.6109895,629.4959457,652.9480123,3555.134293,0,0,0,0,0,0,2678.582845,737.6582727,0,0,0,0,693.8933543,3325.459546,0.000153372
6543.004689,3266.929975,2905.088783,345.4391519,0,0,3208.40022,9128.953493,3704.647387,669.7680413,0,0,2963.618538,3938.766407,7915.707744,711.9885664,0,0,358.8311638,702.1517056,733.1729497,3501.976955,0,0,0,0,0,0,2722.032459,816.759336,0,0,0,0,775.7626535,3267.629414,0.000153372
6540.59386,3223.6522,2938.723242,381.2671678,0,0,3178.687037,9079.631961,3635.116185,741.2997106,0,0,2983.688405,3814.976838,8119.776783,783.7689607,0,0,398.410371,779.3268313,814.3146526,3441.103906,0,0,0,0,0,0,2771.49675,895.6598923,0,0,0,0,860.0088527,3202.626855,0.000153372
6538.033318,3175.692695,2976.440578,417.61226,0,0,3145.17129,9025.027185,3555.657973,816.5180744,0,0,3006.961984,3677.743597,8350.104337,853.9309656,0,0,439.4273752,862.2130703,895.4964305,3372.170254,0,0,0,0,0,0,2827.484108,974.0172488,0,0,0,0,946.6907658,3130.124378,0.000153372
6535.361071,3122.927883,3018.516403,454.3589478,0,0,3107.49466,8963.17768,3466.80096,896.5372075,0,0,3033.949626,3528.533852,8607.264652,920.8985838,0,0,481.9227176,952.4750925,975.2157778,3294.967392,0,0,0,0,0,0,2890.561924,1051.392598,0,0,0,0,1035.799238,3049.801374,0.000153372
6532.62688,3065.25376,3065.25376,491.3353288,0,0,3065.25376,8893.563973,3367.451067,982.6706576,0,0,3065.25376,3367.451067,8893.563973,982.6706576,0,0,525.8513641,1051.702728,1051.702728,3209.51378,0,0,0,0,0,0,2961.357362,1127.242394,0,0,0,0,1127.242394,2961.357362,0.000153372
6529.894295,3002.592264,3116.984916,528.3042637,0,0,3018.002759,8813.337313,3258.673725,1076.409163,0,0,3101.574421,3197.031743,9209.26594,1036.807891,0,0,571.0890161,1161.556784,1122.799281,3116.146463,0,0,0,0,0,0,3040.555781,1200.910388,0,0,0,0,1220.82793,2864.528795,0.000153372
6527.24268,2934.896957,3174.073762,564.9546158,0,0,2965.263139,8721.120675,3139.93188,1179.367802,0,0,3143.70758,3018.467155,9556.363166,1080.450661,0,0,617.3588909,1283.481435,1185.954128,3015.651617,0,0,0,0,0,0,3128.89679,1271.621505,0,0,0,0,1316.242949,2759.108654,0.000153372
6524.769298,2862.156617,3236.920574,600.8920514,0,0,2906.568125,8613.061638,3013.21086,1293.197346,0,0,3192.509067,2835.56483,9934.471437,1110.37086,0,0,664.2428669,1418.943428,1238.028039,2909.359742,0,0,0,0,0,0,3227.167847,1338.478163,0,0,0,0,1413.031522,2644.968448,0.000153372
6522.591638,2784.371598,3305.994955,635.6269028,0,0,2841.452083,8486.659149,2879.149183,1419.494518,0,0,3248.91447,2650.827244,10344.83064,1123.013093,0,0,711.1172958,1568.51728,1275.951903,2799.269933,0,0,0,0,0,0,3336.193197,1400.458925,0,0,0,0,1510.569165,2522.083921,0.000153372
6520.851439,2700.922003,3382.483752,668.5571421,0,0,2769.558146,8334.419939,2743.812644,1559.649967,0,0,3313.847609,2469.268072,10786.12236,1114.578601,0,0,757.1218915,1732.877789,1295.609777,2688.187017,0,0,0,0,0,0,3456.814539,1456.420907,0,0,0,0,1608.03478,2390.567089,0.000153372
6522.080813,2603.602837,3484.720415,679.2957775,0,0,2687.952386,8070.624045,2681.1855,1668.07449,0,0,3400.370865,2343.787301,11257.69616,1049.10862,0,0,777.7592845,1857.617323,1253.419815,2624.996463,0,0,0,0,0,0,3616.2513,1464.976643,0,0,0,0,1664.072845,2238.482689,0.000153174
6526.632453,2497.224556,3609.305256,667.6828725,0,0,2601.497268,7705.724918,2700.264155,1730.469703,0,0,3505.032544,2283.173306,11736.95687,940.2617865,0,0,770.1920083,1920.317663,1160.45037,2615.456293,0,0,0,0,0,0,3811.63999,1422.396159,0,0,0,0,1672.187276,2073.053116,0.000147175
6532.579065,2391.965978,3738.350284,650.0433652,0,0,2518.252645,7335.13439,2737.876191,1777.612156,0,0,3612.063617,2232.72952,12215.52495,822.5613048,0,0,755.8016478,1965.661064,1057.545527,2618.178529,0,0,0,0,0,0,4009.588233,1369.620533,0,0,0,0,1666.751251,1914.073433,0.000141437
6539.82893,2289.523431,3869.792288,626.9784584,0,0,2438.94714,6966.26421,2789.524351,1807.471906,0,0,3720.368579,2191.829514,12689.6448,700.4419274,0,0,735.0286296,1990.107065,950.0074535,2633.040723,0,0,0,0,0,0,4208.468764,1308.023308,0,0,0,0,1647.823028,1762.532834,0.000135966
6548.260407,2190.037924,4003.003706,599.1771596,0,0,2364.17131,6601.858986,2854.826255,1818.541104,0,0,3828.87032,2158.29271,13157.18857,578.1675344,0,0,708.4582213,1992.246385,841.5864998,2659.24233,0,0,0,0,0,0,4406.620871,1239.038975,0,0,0,0,1615.659365,1619.227456,0.000130772
6557.721945,2093.960461,4136.92732,567.3799407,0,0,2294.340917,6245.428901,2931.934768,1809.909165,0,0,3936.546863,2130.412944,13615.77451,459.6105976,0,0,676.7813092,1972.184102,734.9411352,2695.465848,0,0,0,0,0,0,4602.370649,1164.11234,0,0,0,0,1570.69748,1484.764503,0.000125862
6568.034612,2001.614691,4270.523756,532.344172,0,0,2229.707842,5900.397654,3018.433714,1781.257117,0,0,4042.430605,2106.061109,14063.66131,348.119571,0,0,640.7364469,1929.945093,633.0006948,2740.043486,0,0,0,0,0,0,4794.051838,1084.65079,0,0,0,0,1513.534151,1359.573808,0.000121245
6578.995898,1913.434495,4402.549098,494.8116385,0,0,2170.371709,5569.604742,3111.882096,1732.812446,0,0,4145.611883,2084.133236,14498.3143,246.4341081,0,0,601.0719064,1866.662953,537.6246728,2791.095021,0,0,0,0,0,0,4980.021882,1001.982844,0,0,0,0,1444.901983,1243.925047,0.000116927
6590.383634,1829.840144,4531.69439,455.4803672,0,0,2116.308963,5256.283822,3208.952029,1665.278884,0,0,4245.225572,2063.076756,14917.82553,156.642585,0,0,558.5007471,1783.544749,450.4582393,2846.651109,0,0,0,0,0,0,5158.679114,917.3220782,0,0,0,0,1365.644302,1137.948168,0.000112916
6601.961614,1751.253713,4656.592743,414.9810463,0,0,2067.404048,4962.493888,3307.122304,1579.7481,0,0,4340.442407,2042.520962,15319.24867,80.17608511,0,0,513.6758808,1682.329463,372.3740598,2904.751593,0,0,0,0,0,0,5328.478938,831.7375283,0,0,0,0,1276.68837,1041.656777,0.000109217
6613.485101,1678.139449,4775.800957,373.8600915,0,0,2023.487131,4690.882561,3403.065962,1477.607293,0,0,4430.453274,2021.675233,15700.13786,17.83307295,0,0,467.1661534,1564.914528,303.7500853,2963.520022,0,0,0,0,0,0,5487.947792,746.1330829,0,0,0,0,1179.019255,954.9736789,0.000105835
6624.707454,1610.890178,4887.93964,332.5678429,0,0,1984.368217,4442.746053,3494.726816,1360.445288,0,0,4514.461601,2000.81466,16057.03174,-30.17391612,0,0,419.4494859,1433.242194,244.5557499,3021.214492,0,0,0,0,0,0,5635.698013,661.233593,0,0,0,0,1073.652793,877.7562883,0.000102776
6635.386744,1549.958586,4991.58839,291.4524838,0,0,1949.867976,4220.022475,3579.44943,1229.970002,0,0,4591.678999,1979.811867,16386.90413,-64.16006683,0,0,370.9094857,1289.439694,194.1982487,3076.256662,0,0,0,0,0,0,5770.443149,577.5792846,0,0,0,0,961.6094938,809.8193083,0.000100046
6645.292711,1495.688557,5085.482287,250.759278,0,0,1919.838717,4023.392302,3655.962565,1087.943852,0,0,4661.332127,1959.361925,16685.96658,-84.90674025,0,0,321.8443514,1135.351585,152.0258207,3127.247755,0,0,0,0,0,0,5891.013254,495.5266243,0,0,0,0,843.8891113,750.955309,9.7647E-05
6654.213118,1448.483928,5168.368543,210.6358427,0,0,1894.176265,3854.148766,3722.556293,936.1400365,0,0,4722.676206,1939.786945,16950.91788,-93.59666571,0,0,272.4775165,973.0445649,116.8655009,3172.981484,0,0,0,0,0,0,5996.365956,415.256045,0,0,0,0,721.4473792,700.9530946,9.55844E-05
6661.959095,1408.63698,5239.199401,171.1447468,0,0,1872.815672,3712.516726,3778.74596,776.3164074,0,0,4775.02071,1922.031195,17178.05164,-91.73742024,0,0,222.9709667,804.1297285,87.75413818,3212.471028,0,0,0,0,0,0,6085.595403,336.7855071,0,0,0,0,595.1782471,659.612351,9.38601E-05
6668.368676,1376.475817,5296.998887,132.2803834,0,0,1855.719668,3599.141539,3823.737131,610.160936,0,0,4817.755037,1906.76173,17364.25842,-81.03940242,0,0,173.4271397,630.4019479,63.30661074,3244.974173,0,0,0,0,0,0,6157.937417,259.9881672,0,0,0,0,465.9016844,626.7550195,9.24781E-05
6673.307757,1352.211178,5341.019848,93.98752332,0,0,1842.871245,3513.86628,3857.618701,439.2273706,0,0,4850.359781,1894.978431,17506.46069,-63.27727729,0,0,123.888367,452.9471925,42.60627539,3269.955488,0,0,0,0,0,0,6212.769071,184.614452,0,0,0,0,334.3622015,602.2348911,9.14396E-05
6676.668953,1336.011933,5370.663879,56.17052932,0,0,1834.276431,3456.946289,3880.159433,264.912584,0,0,4872.399381,1887.101442,17602.49608,-40.23046672,0,0,74.34802921,272.9686386,24.4234782,3286.982655,0,0,0,0,0,0,6249.606736,110.3204947,0,0,0,0,201.2420944,585.9443776,9.0746E-05
6678.372215,1327.916453,5385.572405,18.68322855,0,0,1829.964359,3428.375871,3891.481564,88.53736378,0,0,4883.5245,1883.289943,17650.80806,-13.8044496,0,0,24.78705362,91.16204772,7.986166772,3295.64358,0,0,0,0,0,0,6268.113374,36.69770429,0,0,0,0,67.18447589,577.8151869,9.03994E-05
6678.372215,1327.916453,5385.572405,-18.68322855,0,0,1829.964359,3428.375871,3891.481564,-88.53736378,0,0,4883.5245,1883.289943,17650.80806,13.8044496,0,0,-24.78705362,-91.16204771,-7.986166772,3295.64358,0,0,0,0,0,0,6268.113374,-36.69770429,0,0,0,0,-67.18447589,577.8151869,9.03994E-05
6676.668953,1336.011933,5370.663879,-56.17052932,0,0,1834.276431,3456.946289,3880.159433,-264.912584,0,0,4872.399381,1887.101442,17602.49608,40.23046672,0,0,-74.34802921,-272.9686386,-24.4234782,3286.982655,0,0,0,0,0,0,6249.606736,-110.3204947,0,0,0,0,-201.2420944,585.9443776,9.0746E-05
6673.307757,1352.211178,5341.019848,-93.98752332,0,0,1842.871245,3513.86628,3857.618701,-439.2273706,0,0,4850.359781,1894.978431,17506.46069,63.27727729,0,0,-123.888367,-452.9471925,-42.60627539,3269.955488,0,0,0,0,0,0,6212.769071,-184.614452,0,0,0,0,-334.3622015,602.2348911,9.14396E-05
6668.368676,1376.475817,5296.998887,-132.2803834,0,0,1855.719668,3599.141539,3823.737131,-610.160936,0,0,4817.755037,1906.76173,17364.25842,81.03940242,0,0,-173.4271397,-630.4019479,-63.30661074,3244.974173,0,0,0,0,0,0,6157.937417,-259.9881672,0,0,0,0,-465.9016844,626.7550195,9.24781E-05
6661.959095,1408.63698,5239.199401,-171.1447468,0,0,1872.815672,3712.516726,3778.74596,-776.3164074,0,0,4775.02071,1922.031195,17178.05164,91.73742024,0,0,-222.9709667,-804.1297285,-87.75413818,3212.471028,0,0,0,0,0,0,6085.595403,-336.7855071,0,0,0,0,-595.1782471,659.612351,9.38601E-05
6654.213118,1448.483928,5168.368543,-210.6358427,0,0,1894.176265,3854.148766,3722.556293,-936.1400365,0,0,4722.676206,1939.786945,16950.91788,93.59666571,0,0,-272.4775165,-973.0445649,-116.8655009,3172.981484,0,0,0,0,0,0,5996.365956,-415.256045,0,0,0,0,-721.4473792,700.9530946,9.55844E-05
6645.292711,1495.688557,5085.482287,-250.759278,0,0,1919.838717,4023.392302,3655.962565,-1087.943852,0,0,4661.332127,1959.361925,16685.96658,84.90674025,0,0,-321.8443514,-1135.351585,-152.0258207,3127.247755,0,0,0,0,0,0,5891.013254,-495.5266243,0,0,0,0,-843.8891113,750.955309,9.7647E-05
6635.386744,1549.958586,4991.58839,-291.4524838,0,0,1949.867976,4220.022475,3579.44943,-1229.970002,0,0,4591.678999,1979.811867,16386.90413,64.16006683,0,0,-370.9094857,-1289.439694,-194.1982487,3076.256662,0,0,0,0,0,0,5770.443149,-577.5792846,0,0,0,0,-961.6094938,809.8193083,0.000100046
6624.707454,1610.890178,4887.93964,-332.5678429,0,0,1984.368217,4442.746053,3494.726816,-1360.445288,0,0,4514.461601,2000.81466,16057.03174,30.17391612,0,0,-419.4494859,-1433.242194,-244.5557499,3021.214492,0,0,0,0,0,0,5635.698013,-661.233593,0,0,0,0,-1073.652793,877.7562883,0.000102776
6613.485101,1678.139449,4775.800957,-373.8600915,0,0,2023.487131,4690.882561,3403.065962,-1477.607293,0,0,4430.453274,2021.675233,15700.13786,-17.83307295,0,0,-467.1661534,-1564.914528,-303.7500853,2963.520022,0,0,0,0,0,0,5487.947792,-746.1330829,0,0,0,0,-1179.019255,954.9736789,0.000105835
6601.961614,1751.253713,4656.592743,-414.9810463,0,0,2067.404048,4962.493888,3307.122304,-1579.7481,0,0,4340.442407,2042.520962,15319.24867,-80.17608511,0,0,-513.6758808,-1682.329463,-372.3740598,2904.751593,0,0,0,0,0,0,5328.478938,-831.7375283,0,0,0,0,-1276.68837,1041.656777,0.000109217
6590.383634,1829.840144,4531.69439,-455.4803672,0,0,2116.308963,5256.283822,3208.952029,-1665.278884,0,0,4245.225572,2063.076756,14917.82553,-156.642585,0,0,-558.5007471,-1783.544749,-450.4582393,2846.651109,0,0,0,0,0,0,5158.679114,-917.3220782,0,0,0,0,-1365.644302,1137.948168,0.000112916
6578.995898,1913.434495,4402.549098,-494.8116385,0,0,2170.371709,5569.604742,3111.882096,-1732.812446,0,0,4145.611883,2084.133236,14498.3143,-246.4341081,0,0,-601.0719064,-1866.662953,-537.6246727,2791.095021,0,0,0,0,0,0,4980.021882,-1001.982844,0,0,0,0,-1444.901983,1243.925047,0.000116927
6568.034612,2001.614691,4270.523756,-532.344172,0,0,2229.707842,5900.397654,3018.433714,-1781.257117,0,0,4042.430605,2106.061109,14063.66131,-348.119571,0,0,-640.7364469,-1929.945093,-633.0006948,2740.043486,0,0,0,0,0,0,4794.051838,-1084.65079,0,0,0,0,-1513.534151,1359.573808,0.000121245
6557.721945,2093.960461,4136.92732,-567.3799407,0,0,2294.340917,6245.428901,2931.934768,-1809.909165,0,0,3936.546863,2130.412944,13615.77451,-459.6105976,0,0,-676.7813092,-1972.184102,-734.9411352,2695.465848,0,0,0,0,0,0,4602.370649,-1164.11234,0,0,0,0,-1570.69748,1484.764503,0.000125862
6548.260407,2190.037924,4003.003706,-599.1771596,0,0,2364.17131,6601.858986,2854.826255,-1818.541104,0,0,3828.87032,2158.29271,13157.18857,-578.1675344,0,0,-708.4582213,-1992.246385,-841.5864998,2659.24233,0,0,0,0,0,0,4406.620871,-1239.038975,0,0,0,0,-1615.659365,1619.227456,0.000130772
6539.82893,2289.523431,3869.792288,-626.9784584,0,0,2438.94714,6966.26421,2789.524351,-1807.471906,0,0,3720.368579,2191.829514,12689.6448,-700.4419274,0,0,-735.0286296,-1990.107065,-950.0074535,2633.040723,0,0,0,0,0,0,4208.468764,-1308.023308,0,0,0,0,-1647.823028,1762.532834,0.000135966
6532.579065,2391.965978,3738.350284,-650.0433652,0,0,2518.252645,7335.13439,2737.876191,-1777.612156,0,0,3612.063617,2232.72952,12215.52495,-822.5613048,0,0,-755.8016478,-1965.661064,-1057.545527,2618.178529,0,0,0,0,0,0,4009.588233,-1369.620533,0,0,0,0,-1666.751251,1914.073433,0.000141437
6526.632453,2497.224556,3609.305256,-667.6828725,0,0,2601.497268,7705.724918,2700.264155,-1730.469703,0,0,3505.032544,2283.173306,11736.95687,-940.2617865,0,0,-770.1920083,-1920.317663,-1160.45037,2615.456293,0,0,0,0,0,0,3811.63999,-1422.396159,0,0,0,0,-1672.187276,2073.053116,0.000147175
6522.080813,2603.602837,3484.720415,-679.2957775,0,0,2687.952386,8070.624045,2681.1855,-1668.07449,0,0,3400.370865,2343.787301,11257.69616,-1049.10862,0,0,-777.7592845,-1857.617323,-1253.419815,2624.996463,0,0,0,0,0,0,3616.2513,-1464.976643,0,0,0,0,-1664.072845,2238.482689,0.000153174
6520.851439,2700.922003,3382.483752,-668.5571421,0,0,2769.558146,8334.419939,2743.812644,-1559.649967,0,0,3313.847609,2469.268072,10786.12236,-1114.578601,0,0,-757.1218915,-1732.877789,-1295.609777,2688.187017,0,0,0,0,0,0,3456.814539,-1456.420907,0,0,0,0,-1608.03478,2390.567089,0.000153372
6522.591638,2784.371598,3305.994955,-635.6269028,0,0,2841.452083,8486.659149,2879.149183,-1419.494518,0,0,3248.91447,2650.827244,10344.83064,-1123.013093,0,0,-711.1172958,-1568.51728,-1275.951903,2799.269933,0,0,0,0,0,0,3336.193197,-1400.458925,0,0,0,0,-1510.569165,2522.083921,0.000153372
6524.769298,2862.156617,3236.920574,-600.8920514,0,0,2906.568125,8613.061638,3013.21086,-1293.197346,0,0,3192.509067,2835.56483,9934.471437,-1110.37086,0,0,-664.2428669,-1418.943428,-1238.028039,2909.359742,0,0,0,0,0,0,3227.167847,-1338.478163,0,0,0,0,-1413.031522,2644.968448,0.000153372
6527.24268,2934.896957,3174.073762,-564.9546158,0,0,2965.263139,8721.120675,3139.93188,-1179.367802,0,0,3143.70758,3018.467155,9556.363166,-1080.450661,0,0,-617.3588909,-1283.481435,-1185.954128,3015.651617,0,0,0,0,0,0,3128.89679,-1271.621505,0,0,0,0,-1316.242949,2759.108654,0.000153372
6529.894295,3002.592264,3116.984916,-528.3042637,0,0,3018.002759,8813.337313,3258.673725,-1076.409163,0,0,3101.574421,3197.031743,9209.26594,-1036.807891,0,0,-571.0890161,-1161.556784,-1122.799281,3116.146463,0,0,0,0,0,0,3040.555781,-1200.910388,0,0,0,0,-1220.82793,2864.528795,0.000153372
6532.62688,3065.25376,3065.25376,-491.3353288,0,0,3065.25376,8893.563973,3367.451067,-982.6706576,0,0,3065.25376,3367.451067,8893.563973,-982.6706576,0,0,-525.8513641,-1051.702728,-1051.702728,3209.51378,0,0,0,0,0,0,2961.357362,-1127.242394,0,0,0,0,-1127.242394,2961.357362,0.000153372
6535.361071,3122.927883,3018.516403,-454.3589478,0,0,3107.49466,8963.17768,3466.80096,-896.5372075,0,0,3033.949626,3528.533852,8607.264652,-920.8985838,0,0,-481.9227176,-952.4750925,-975.2157778,3294.967392,0,0,0,0,0,0,2890.561924,-1051.392598,0,0,0,0,-1035.799238,3049.801374,0.000153372
6538.033318,3175.692695,2976.440578,-417.61226,0,0,3145.17129,9025.027185,3555.657973,-816.5180744,0,0,3006.961984,3677.743597,8350.104337,-853.9309656,0,0,-439.4273752,-862.2130703,-895.4964305,3372.170254,0,0,0,0,0,0,2827.484108,-974.0172488,0,0,0,0,-946.6907658,3130.124378,0.000153372
6540.59386,3223.6522,2938.723242,-381.2671678,0,0,3178.687037,9079.631961,3635.116185,-741.2997106,0,0,2983.688405,3814.976838,8119.776783,-783.7689607,0,0,-398.410371,-779.3268313,-814.3146526,3441.103906,0,0,0,0,0,0,2771.49675,-895.6598923,0,0,0,0,-860.0088527,3202.626855,0.000153372
6543.004689,3266.929975,2905.088783,-345.4391519,0,0,3208.40022,9128.953493,3704.647387,-669.7680413,0,0,2963.618538,3938.766407,7915.707744,-711.9885664,0,0,-358.8311638,-702.1517056,-733.1729497,3501.976955,0,0,0,0,0,0,2722.032459,-816.759336,0,0,0,0,-775.7626535,3267.629414,0.000153372
6545.237629,3305.663109,2875.287409,-310.1955409,0,0,3234.619732,9172.847857,3765.63107,-601.0047888,0,0,2946.330786,4049.804579,7735.518565,-639.7773749,0,0,-320.6109895,-629.4959457,-652.9480123,3555.134293,0,0,0,0,0,0,2678.582845,-737.6582727,0,0,0,0,-693.8933543,3325.459546,0.000153372
6547.272517,3339.995988,2849.094078,-275.5633218,0,0,3257.605072,9212.622121,3817.798169,-534.2828561,0,0,2931.484994,4147.361833,7578.578144,-567.9704309,0,0,-283.6301397,-559.7525383,-574.7680204,3601.006745,0,0,0,0,0,0,2640.69658,-658.612602,0,0,0,0,-614.2869039,3376.440728,0.000153372
6549.09555,3370.074259,2826.307939,-241.5365742,0,0,3277.577797,9247.709069,3862.602118,-469.0385077,0,0,2918.804401,4232.587966,7442.629639,-497.1077893,0,0,-247.7587224,-492.4564003,-498.5784895,3640.065044,0,0,0,0,0,0,2607.976956,-579.8017175,0,0,0,0,-536.7854557,3420.883427,0.000153372
6550.697802,3396.039325,2806.751882,-208.0832856,0,0,3294.712707,9278.993211,3899.857615,-404.8636232,0,0,2908.0785,4305.164088,7327.149914,-427.469519,0,0,-212.8525021,-426.0075276,-425.4024807,3672.794084,0,0,0,0,0,0,2580.078956,-501.3388487,0,0,0,0,-461.1971298,3459.078005,0.000153372
